R868;HALLAZGOS  ANORMALES  EN MUESTRAS TOMADAS DE ORGANOS  GENITALES MASCULINOS-OTROS HALLAZGOS ANORMALES-HALLAZGOS CROMOSOMICOS ANORMALES;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS;1;10;120;18;SINTOMAS-SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO-NO CLASIFICADOS EN OTRA PARTE (R00-R99);R86;18;M
R869;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS-HALLAZGOS ANORMALES NO ESPECIFICADOS;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS;1;10;120;18;SINTOMAS-SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO-NO CLASIFICADOS EN OTRA PARTE (R00-R99);R86;18;M
S312;HERIDA DEL PENE;HERIDA DEL ABDOMEN-DE LA REGION LUMBOSACRA Y DE LA PELVIS;1;0;999;19;TRAUMATISMOS-ENVENENAMIENTO Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T98);S31;19;M
S313;HERIDA DEL ESCROTO Y DE LOS TESTICULOS;HERIDA DEL ABDOMEN-DE LA REGION LUMBOSACRA Y DE LA PELVIS;1;0;999;19;TRAUMATISMOS-ENVENENAMIENTO Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T98);S31;19;M
Z125;EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE LA PROSTATA;EXAMEN DE PESQUISA ESPECIAL PARA TUMORES;1;20;120;21;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD (Z00-Z99);Z12;21;M
A34X;TETANOS OBSTETRICO;TETANOS OBSTETRICO;2;10;54;1;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99);A34;1;F
B373;CANDIDIASIS DE LA VULVA Y DE LA VAGINA;CANDIDIASIS;2;0;120;1;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99);B37;1;F
C510;TUMOR MALIGNO DEL LABIO MAYOR;TUMOR MALIGNO DE LA VULVA;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C51;2;F
C511;TUMOR MALIGNO DEL LABIO MENOR;TUMOR MALIGNO DE LA VULVA;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C51;2;F
C512;TUMOR MALIGNO DEL CLITORIS;TUMOR MALIGNO DE LA VULVA;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C51;2;F
C518;LESION DE SITIOS CONTIGUOS DE LA VULVA;TUMOR MALIGNO DE LA VULVA;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C51;2;F
C519;TUMOR MALIGNO DE LA VULVA-PARTE NO ESPECIFICADA;TUMOR MALIGNO DE LA VULVA;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C51;2;F
C52X;TUMOR MALIGNO DE LA VAGINA;TUMOR MALIGNO DE LA VAGINA;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C52;2;F
C530;TUMOR MALIGNO DEL ENDOCERVIX;TUMOR MALIGNO DEL CUELLO DEL UTERO;2;10;120;2;TUMORES [NEOPLASIAS] (C00-D48);C53;2;F
C531;TUMOR MALIGNO DEL EXOCERVIX;TUMOR MALIGNO DEL CUELLO DEL UTERO;2;10;120;2;TUMORES [NEOPLASIAS] (C00-D48);C53;2;F
C538;LESION DE SITIOS CONTIGUOS DEL CUELLO DEL UTERO;TUMOR MALIGNO DEL CUELLO DEL UTERO;2;10;120;2;TUMORES [NEOPLASIAS] (C00-D48);C53;2;F
C539;TUMOR MALIGNO DEL CUELLO DEL UTERO-SIN OTRA ESPECIFICACION;TUMOR MALIGNO DEL CUELLO DEL UTERO;2;10;120;2;TUMORES [NEOPLASIAS] (C00-D48);C53;2;F
C540;TUMOR MALIGNO DEL ISTMO UTERINO;TUMOR MALIGNO DEL CUERPO DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C54;2;F
C541;TUMOR MALIGNO DEL ENDOMETRIO;TUMOR MALIGNO DEL CUERPO DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C54;2;F
C542;TUMOR MALIGNO DEL MIOMETRIO;TUMOR MALIGNO DEL CUERPO DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C54;2;F
C543;TUMOR MALIGNO DEL FONDO DEL UTERO;TUMOR MALIGNO DEL CUERPO DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C54;2;F
C548;LESION DE SITIOS CONTIGUOS DEL CUERPO DEL UTERO;TUMOR MALIGNO DEL CUERPO DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C54;2;F
C549;TUMOR MALIGNO DEL CUERPO DEL UTERO-PARTE NO ESPECIFICADA;TUMOR MALIGNO DEL CUERPO DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C54;2;F
C55X;TUMOR MALIGNO DEL UTERO-PARTE NO ESPECIFICADA;TUMOR MALIGNO DEL UTERO-PARTE NO ESPECIFICADA;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C55;2;F
C56X;TUMOR MALIGNO DEL OVARIO;TUMOR MALIGNO DEL OVARIO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C56;2;F
C570;TUMOR MALIGNO DE LA TROMPA DE FALOPIO;TUMOR MALIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C57;2;F
C571;TUMOR MALIGNO DEL LIGAMENTO ANCHO;TUMOR MALIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C57;2;F
C572;TUMOR MALIGNO DEL LIGAMENTO REDONDO;TUMOR MALIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C57;2;F
C573;TUMOR MALIGNO DEL PARAMETRIO;TUMOR MALIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C57;2;F
C574;TUMOR MALIGNO DE LOS ANEXOS UTERINOS-SIN OTRA ESPECIFICACION;TUMOR MALIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C57;2;F
C577;TUMOR MALIGNO DE OTRAS PARTES ESPECIFICADAS DE LOS ORGANOS GENITALES FEMENINOS;TUMOR MALIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C57;2;F
C578;LESION DE SITIOS CONTIGUOS DE LOS ORGANOS GENITALES FEMENINOS;TUMOR MALIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C57;2;F
C579;TUMOR MALIGNO DE ORGANO GENITAL FEMENINO-PARTE NO ESPECIFICADA;TUMOR MALIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C57;2;F
C58X;TUMOR MALIGNO DE LA PLACENTA;TUMOR MALIGNO DE LA PLACENTA;2;10;54;2;TUMORES [NEOPLASIAS] (C00-D48);C58;2;F
C796;TUMOR MALIGNO SECUNDARIO DEL OVARIO;TUMOR MALIGNO SECUNDARIO DE OTROS SITIOS Y DE SITIOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);C79;2;F
D060;CARCINOMA IN SITU DEL ENDOCERVIX;CARCINOMA IN SITU DEL CUELLO DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D06;2;F
D061;CARCINOMA IN SITU DEL EXOCERVIX;CARCINOMA IN SITU DEL CUELLO DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D06;2;F
D067;CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DEL CUELLO DEL UTERO;CARCINOMA IN SITU DEL CUELLO DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D06;2;F
D069;CARCINOMA IN SITU DEL CUELLO DEL UTERO-PARTE NO ESPECIFICADA;CARCINOMA IN SITU DEL CUELLO DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D06;2;F
D070;CARCINOMA IN SITU DEL ENDOMETRIO;CARCINOMA IN SITU DE OTROS ORGANOS GENITALES Y DE LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D07;2;F
D071;CARCINOMA IN SITU DE LA VULVA;CARCINOMA IN SITU DE OTROS ORGANOS GENITALES Y DE LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D07;2;F
D072;CARCINOMA IN SITU DE LA VAGINA;CARCINOMA IN SITU DE OTROS ORGANOS GENITALES Y DE LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D07;2;F
D073;CARCINOMA IN SITU DE OTROS SITIOS DE ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS;CARCINOMA IN SITU DE OTROS ORGANOS GENITALES Y DE LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D07;2;F
D250;LEIOMIOMA SUBMUCOSO DEL UTERO;LEIOMIOMA DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D25;2;F
D251;LEIOMIOMA INTRAMURAL DEL UTERO;LEIOMIOMA DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D25;2;F
D252;LEIOMIOMA SUBSEROSO DEL UTERO;LEIOMIOMA DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D25;2;F
D259;LEIOMIOMA DEL UTERO-SIN OTRA ESPECIFICACION;LEIOMIOMA DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D25;2;F
D260;TUMOR BENIGNO DEL CUELLO DEL UTERO;OTROS TUMORES BENIGNOS DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D26;2;F
D261;TUMOR BENIGNO DEL CUERPO DEL UTERO;OTROS TUMORES BENIGNOS DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D26;2;F
D267;TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL UTERO;OTROS TUMORES BENIGNOS DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D26;2;F
D269;TUMOR BENIGNO DEL UTERO-PARTE NO ESPECIFICADA;OTROS TUMORES BENIGNOS DEL UTERO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D26;2;F
D27X;TUMOR BENIGNO DEL OVARIO;TUMOR BENIGNO DEL OVARIO;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D27;2;F
D280;TUMOR BENIGNO DE LA VULVA;TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D28;2;F
D281;TUMOR BENIGNO DE LA VAGINA;TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D28;2;F
D282;TUMOR BENIGNO DE LA TROMPA DE FALOPIO Y DE LOS LIGAMENTOS UTERINOS;TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D28;2;F
D287;TUMOR BENIGNO DE OTROS SITIOS ESPECIFICADOS DE LOS ORGANOS GENITALES FEMENINOS;TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D28;2;F
D289;TUMOR BENIGNO DE ORGANO GENITAL FEMENINO-SITIO NO ESPECIFICADO;TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D28;2;F
D390;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL UTERO;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS ORGANOS GENITALES FEMENINOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D39;2;F
D391;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL OVARIO;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS ORGANOS GENITALES FEMENINOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D39;2;F
D392;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PLACENTA;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS ORGANOS GENITALES FEMENINOS;2;10;54;2;TUMORES [NEOPLASIAS] (C00-D48);D39;2;F
D397;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ORGANOS GENITALES FEMENINOS;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS ORGANOS GENITALES FEMENINOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D39;2;F
D399;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ORGANO GENITAL FEMENINO NO ESPECIFICADO;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS ORGANOS GENITALES FEMENINOS;2;0;999;2;TUMORES [NEOPLASIAS] (C00-D48);D39;2;F
E280;EXCESO DE ESTROGENOS;DISFUNCION OVARICA;2;10;54;4;ENFERMEDADES ENDOCRINAS-NUTRICIONALES Y METABOLICAS (E00-E90);E28;4;F
E281;EXCESO DE ANDROGENOS;DISFUNCION OVARICA;2;10;54;4;ENFERMEDADES ENDOCRINAS-NUTRICIONALES Y METABOLICAS (E00-E90);E28;4;F
E282;SINDROME DE OVARIO POLIQUISTICO;DISFUNCION OVARICA;2;10;54;4;ENFERMEDADES ENDOCRINAS-NUTRICIONALES Y METABOLICAS (E00-E90);E28;4;F
E283;INSUFICIENCIA OVARICA PRIMARIA;DISFUNCION OVARICA;2;10;54;4;ENFERMEDADES ENDOCRINAS-NUTRICIONALES Y METABOLICAS (E00-E90);E28;4;F
E288;OTRAS DISFUNCIONES OVARICAS;DISFUNCION OVARICA;2;10;54;4;ENFERMEDADES ENDOCRINAS-NUTRICIONALES Y METABOLICAS (E00-E90);E28;4;F
E289;DISFUNCION OVARICA-NO ESPECIFICADA;DISFUNCION OVARICA;2;10;54;4;ENFERMEDADES ENDOCRINAS-NUTRICIONALES Y METABOLICAS (E00-E90);E28;4;F
E894;INSUFICIENCIA OVARICA CONSECUTIVA A PROCEDIMIENTOS;TRASTORNOS ENDOCRINOS Y METABOLICOS CONSECUTIVOS A PROCEDIMIENTOS NO CLASIFICADOS EN OTRA PARTE;2;0;999;4;ENFERMEDADES ENDOCRINAS-NUTRICIONALES Y METABOLICAS (E00-E90);E89;4;F
F525;VAGINISMO NO ORGANICO;DISFUNCION SEXUAL NO OCASIONADA POR TRASTORNO NI ENFERMEDAD ORGANICOS;2;10;80;5;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99);F52;5;F
F530;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO LEVES-ASOCIADOS CON EL PUERPERIO-NO CLASIFICADOS EN OTRA PARTE;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO ASOCIADOS CON EL PUERPERIO-NO CLASIFICADOS EN OTRA PARTE;2;10;54;5;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99);F53;5;F
F531;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO GRAVES-ASOCIADOS CON EL PUERPERIO-NO CLASIFICADOS EN OTRA PARTE;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO ASOCIADOS CON EL PUERPERIO-NO CLASIFICADOS EN OTRA PARTE;2;10;54;5;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99);F53;5;F
F538;OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO ASOCIADOS CON EL PUERPERIO-NO CLASIFICADOS EN OTRA PARTE;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO ASOCIADOS CON EL PUERPERIO-NO CLASIFICADOS EN OTRA PARTE;2;10;54;5;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99);F53;5;F
F539;TRASTORNO MENTAL PUERPERAL-NO ESPECIFICADO;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO ASOCIADOS CON EL PUERPERIO-NO CLASIFICADOS EN OTRA PARTE;2;10;54;5;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99);F53;5;F
I863;VARICES DE LA VULVA;VARICES DE OTROS SITIOS;2;0;999;9;ENFERMEDADES DEL SISTEMA CIRCULATORIO (I00-I99);I86;9;F
L292;PRURITO VULVAR;PRURITO;2;0;999;12;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO (L00-L99);L29;12;F
L705;ACNE EXCORIADO DE LA MUJER JOVEN;ACNE;2;10;17;12;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO (L00-L99);L70;12;F
M800;OSTEOPOROSIS POSTMENOPAUSICA-CON FRACTURA PATOLOGICA;OSTEOPOROSIS CON FRACTURA PATOLOGICA;2;30;120;13;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO (M00-M99);M80;13;F
M801;OSTEOPOROSIS POSTOOFORECTOMIA-CON FRACTURA PATOLOGICA;OSTEOPOROSIS CON FRACTURA PATOLOGICA;2;10;120;13;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO (M00-M99);M80;13;F
M810;OSTEOPOROSIS POSTMENOPAUSICA-SIN FRACTURA PATOLOGICA;OSTEOPOROSIS SIN FRACTURA PATOLOGICA;2;55;120;13;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO (M00-M99);M81;13;F
M811;OSTEOPOROSIS POSTOOFORECTOMIA-SIN FRACTURA PATOLOGICA;OSTEOPOROSIS SIN FRACTURA PATOLOGICA;2;10;54;13;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO (M00-M99);M81;13;F
M830;OSTEOMALACIA PUERPERAL;OSTEOMALACIA DEL ADULTO;2;10;54;13;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO (M00-M99);M83;13;F
N700;SALPINGITIS Y OOFORITIS AGUDA;SALPINGITIS Y OOFORITIS;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N70;14;F
N701;SALPINGITIS Y OOFORITIS CRONICA;SALPINGITIS Y OOFORITIS;2;0;120;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N70;14;F
N709;SALPINGITIS Y OOFORITIS-NO ESPECIFICADAS;SALPINGITIS Y OOFORITIS;2;10;120;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N70;14;F
N710;ENFERMEDAD INFLAMATORIA AGUDA DEL UTERO;ENFERMEDAD INFLAMATORIA DEL UTERO-EXCEPTO DEL CUELLO UTERINO;2;10;120;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N71;14;F
N711;ENFERMEDAD INFLAMATORIA CRONICA DEL UTERO;ENFERMEDAD INFLAMATORIA DEL UTERO-EXCEPTO DEL CUELLO UTERINO;2;10;120;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N71;14;F
N719;ENFERMEDAD INFLAMATORIA DEL UTERO-NO ESPECIFICADA;ENFERMEDAD INFLAMATORIA DEL UTERO-EXCEPTO DEL CUELLO UTERINO;2;10;120;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N71;14;F
N72X;ENFERMEDAD INFLAMATORIA DEL CUELLO UTERINO;ENFERMEDAD INFLAMATORIA DEL CUELLO UTERINO;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N72;14;F
N730;PARAMETRITIS Y CELULITIS PELVICA AGUDA;OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS;2;10;120;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N73;14;F
N731;PARAMETRITIS Y CELULITIS PELVICA CRONICA;OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS;2;0;120;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N73;14;F
N732;PARAMETRITIS Y CELULITIS PELVICA NO ESPECIFICADA;OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS;2;10;120;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N73;14;F
N733;PERITONITIS PELVICA AGUDA-FEMENINA;OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS;2;10;120;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N73;14;F
N734;PERITONITIS PELVICA CRONICA-FEMENINA;OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS;2;0;120;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N73;14;F
N735;PERITONITIS PELVICA FEMENINA-NO ESPECIFICADA;OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS;2;10;120;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N73;14;F
N736;ADHERENCIAS PERITONEALES PELVICAS FEMENINAS;OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS;2;10;120;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N73;14;F
N738;OTRAS ENFERMEDADES INFLAMATORIAS PELVICAS FEMENINAS;OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS;2;10;120;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N73;14;F
N739;ENFERMEDAD INFLAMATORIA PELVICA FEMENINA-NO ESPECIFICADA;OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS;2;10;120;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N73;14;F
N740;INFECCION TUBERCULOSA DEL CUELLO DEL UTERO;TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N74;14;F
N741;ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR TUBERCULOSIS;TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N74;14;F
N742;ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR SIFILIS;TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N74;14;F
N743;ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR GONOCOCOS;TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N74;14;F
N744;ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR CLAMIDIAS;TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N74;14;F
N748;TRASTORNOS INFLAMATORIOS PELVICOS FEMENINOS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N74;14;F
N750;QUISTE DE LA GLANDULA DE BARTHOLIN;ENFERMEDADES DE LA GLANDULA DE BARTHOLIN;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N75;14;F
N751;ABSCESO DE LA GLANDULA DE BARTHOLIN;ENFERMEDADES DE LA GLANDULA DE BARTHOLIN;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N75;14;F
N758;OTRAS ENFERMEDADES DE LA GLANDULA DE BARTHOLIN;ENFERMEDADES DE LA GLANDULA DE BARTHOLIN;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N75;14;F
N759;ENFERMEDAD DE LA GLANDULA DE BARTHOLIN-NO ESPECIFICADA;ENFERMEDADES DE LA GLANDULA DE BARTHOLIN;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N75;14;F
N760;VAGINITIS AGUDA;OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N76;14;F
N761;VAGINITIS SUBAGUDA Y CRONICA;OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N76;14;F
N762;VULVITIS AGUDA;OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N76;14;F
N763;VULVITIS SUBAGUDA Y CRONICA;OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N76;14;F
N764;ABSCESO VULVAR;OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N76;14;F
N765;ULCERACION DE LA VAGINA;OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N76;14;F
N766;ULCERACION DE LA VULVA;OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N76;14;F
N768;OTRAS INFLAMACIONES ESPECIFICADAS DE LA VAGINA Y DE LA VULVA;OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA;2;0;999;14;ENFERMEDADES DEL SISTEMA GENITOURINARIO (N00-N99);N76;14;F
